pekerjaan,status_pekerjaan,pendidikan,status_kawin,rumah,simpanan,jenis_atap,kualitas_atap,jenis_dinding,kualitas_dinding,jenis_lantai,kualitas_lantai,sumber_penerangan,daya_listrik,bahan_bakar_masak,air_minum,fasilitas_bab,stunting,bpnt,bpum,bst,pkh,sembako,prakerja,kur
tidak_bekerja,tidak_bekerja,tamat_slta,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,ya,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_slta,cerai_mati,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_sd,cerai_mati,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pegawai_swasta,buruh_karyawan_pegawai,tamat_sltp,kawin,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,ya,ya,ya,ya,tidak,tidak
pedagang,usaha_sendiri,tamat_slta,kawin,menumpang,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,ya,ya,tidak,ya,tidak,ya
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,beresiko,ya,tidak,ya,tidak,ya,tidak,ya
tidak_bekerja,tidak_bekerja,tamat_sltp,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,ya,tidak
nelayan,usaha_sendiri,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,tidak,tidak,ya,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,sewa,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sltp,kawin,menumpang,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_sendiri,tamat_sd,kawin,sewa,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_sltp,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_sltp,kawin,sewa,,seng,tinggi,kayu,tinggi,kayu,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pensiunan,tidak_bekerja,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tdk_tamat_sd,kawin,sewa,ya,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_pt,cerai_hidup,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,ya,ya
wiraswasta,usaha_dibantu_buruh_tetap,masih_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,ya,tidak
nelayan,usaha_sendiri,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sltp,kawin,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,ya,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_sltp,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,beresiko,ya,tidak,ya,ya,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,ya,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_pt,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,ya,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sltp,kawin,sewa,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,ya,ya,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_slta,kawin,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,beresiko,ya,ya,ya,ya,ya,tidak,ya
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,tidak,ya,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,tidak,ya,tidak,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_sltp,kawin,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,bukan_target,ya,tidak,tidak,ya,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,tidak,tidak,ya,tidak,tidak,ya,tidak
petani,usaha_dibantu_buruh_tdk_tetap,tamat_sd,kawin,pribadi,ya,seng,tinggi,bambu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,ya,tidak,ya,ya,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,kawin,sewa,ya,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_slta,kawin,menumpang,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,bambu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,lainnya,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,cerai_mati,pribadi,ya,seng,tinggi,kayu,tinggi,kayu,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,bambu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,tidak,tidak,ya,tidak,tidak,tidak,ya
pedagang,usaha_sendiri,tamat_slta,kawin,pribadi,ya,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,sumur_terlindung,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,menumpang,ya,seng,rendah,tembok,rendah,ubin,rendah,pln_meteran,tidak,listrik_gas,sumur_tdk_terlindung,pribadi,beresiko,ya,tidak,ya,ya,ya,tidak,tidak
nelayan,pekerja_bebas,tamat_sd,kawin,menumpang,ya,seng,,tembok,,ubin,,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sltp,cerai_mati,pribadi,ya,seng,,tembok,,semen,,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,ya,tidak,tidak,tidak,ya,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,ya,seng,,kayu,,semen,,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,ya,tidak,tidak,tidak,tidak,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,umum,beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,pekerja_bebas,tamat_slta,kawin,menumpang,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,pribadi,ya,seng,,tembok,,semen,,pln_meteran,ya,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_pt,kawin,menumpang,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,ya,tidak,tidak,tidak,tidak
nelayan,pekerja_bebas,tamat_slta,kawin,sewa,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_sd,kawin,sewa,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
nelayan,pekerja_bebas,tamat_sd,kawin,menumpang,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,umum,bukan_target,ya,tidak,tidak,tidak,tidak,tidak,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sltp,cerai_mati,pribadi,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,ya,tidak,tidak,tidak,tidak,tidak
nelayan,pekerja_bebas,tamat_sd,kawin,pribadi,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,umum,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,ya,seng,,kayu,,semen,,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,cerai_mati,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,ya,ya,tidak,ya,tidak,tidak
pedagang,usaha_sendiri,tamat_sd,cerai_mati,sewa,,seng,tinggi,kayu,tinggi,kayu,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,cerai_mati,menumpang,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,ya
pegawai_swasta,buruh_karyawan_pegawai,tamat_slta,kawin,menumpang,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_slta,kawin,sewa,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,tidak,ya
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,ya,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,cerai_mati,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sd,cerai_mati,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,umum,beresiko,ya,tidak,ya,ya,ya,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_pt,kawin,sewa,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,ya
pekerja_lepas,pekerja_bebas,tamat_sd,kawin,sewa,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,tidak,ya,ya,ya,tidak,tidak
pedagang,usaha_sendiri,masih_sltp,kawin,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_slta,kawin,menumpang,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
pekerja_lepas,pekerja_bebas,tamat_sd,belum_kawin,menumpang,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,tidak,ya,tidak,tidak
pegawai_swasta,buruh_karyawan_pegawai,tamat_slta,kawin,sewa,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,ya,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sd,kawin,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,umum,beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,ya,tidak
tidak_bekerja,tidak_bekerja,tamat_sltp,cerai_mati,pribadi,ya,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tdk_tamat_sd,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,ya,listrik_gas,pam,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_sltp,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,tidak,ya,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_pt,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,ya
pedagang,usaha_sendiri,tamat_slta,cerai_hidup,pribadi,,seng,tinggi,kayu,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_hujan,pribadi,bukan_target,ya,tidak,tidak,tidak,tidak,ya,ya
nelayan,usaha_sendiri,tamat_sd,kawin,menumpang,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_pt,cerai_hidup,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_sltp,kawin,sewa,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,ya,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,cerai_hidup,pribadi,ya,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,ya,ya,ya,ya,tidak,tidak
nelayan,usaha_dibantu_buruh_tdk_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,ya,tidak,ya,ya,ya,tidak,ya
pegawai_swasta,buruh_karyawan_pegawai,tamat_slta,kawin,menumpang,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,ya,ya,ya,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tdk_tamat_sd,kawin,pribadi,,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,bukan_target,tidak,ya,ya,ya,tidak,tidak,tidak
tidak_bekerja,tidak_bekerja,tamat_sltp,cerai_mati,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,bukan_target,tidak,ya,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,sewa,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,ya,ya,tidak,tidak,tidak,tidak,tidak
pedagang,usaha_sendiri,tamat_slta,cerai_hidup,sewa,,seng,tinggi,tembok,tinggi,semen,tinggi,pln_meteran,tidak,listrik_gas,air_kemasan,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
wiraswasta,usaha_dibantu_buruh_tetap,tamat_slta,kawin,pribadi,ya,seng,tinggi,tembok,tinggi,ubin,tinggi,pln_meteran,tidak,listrik_gas,pam,pribadi,tidak_beresiko,tidak,tidak,tidak,tidak,tidak,tidak,tidak
